source,company,sector,target_role,linkedin_search,date_found,status,priority,notes,draft_email
Target Company List,Distell,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Distell+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229486,new,high,Direct outreach to Operations Manager at Distell,
Target Company List,Distell,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Distell+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229491,new,high,Direct outreach to IT Director at Distell,
Target Company List,Sappi,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Sappi+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229495,new,high,Direct outreach to Plant Manager at Sappi,
Target Company List,Sappi,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Sappi+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229499,new,high,Direct outreach to Operations Manager at Sappi,
Target Company List,Sappi,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Sappi+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229503,new,high,Direct outreach to IT Director at Sappi,
Target Company List,Mondi,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Mondi+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229508,new,high,Direct outreach to Plant Manager at Mondi,
Target Company List,Mondi,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Mondi+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229512,new,high,Direct outreach to Operations Manager at Mondi,
Target Company List,Mondi,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Mondi+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229516,new,high,Direct outreach to IT Director at Mondi,
Target Company List,Nampak,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Nampak+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229520,new,high,Direct outreach to Plant Manager at Nampak,
Target Company List,Nampak,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Nampak+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229526,new,high,Direct outreach to Operations Manager at Nampak,
Target Company List,Nampak,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Nampak+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229530,new,high,Direct outreach to IT Director at Nampak,
Target Company List,Barloworld,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229535,new,high,Direct outreach to Plant Manager at Barloworld,
Target Company List,Barloworld,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229539,new,high,Direct outreach to Operations Manager at Barloworld,
Target Company List,Barloworld,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Barloworld+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229544,new,high,Direct outreach to IT Director at Barloworld,
Target Company List,Invicta Holdings,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Invicta+Holdings+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229548,new,high,Direct outreach to Plant Manager at Invicta Holdings,
Target Company List,Invicta Holdings,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Invicta+Holdings+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229552,new,high,Direct outreach to Operations Manager at Invicta Holdings,
Target Company List,Invicta Holdings,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Invicta+Holdings+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229557,new,high,Direct outreach to IT Director at Invicta Holdings,
Target Company List,Eskom,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Eskom+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229562,new,high,Direct outreach to Engineering Manager at Eskom,
Target Company List,Eskom,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Eskom+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229566,new,high,Direct outreach to Grid Operations Director at Eskom,
Target Company List,Eskom,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Eskom+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229570,new,high,Direct outreach to Digital Strategy Lead at Eskom,
Target Company List,City Power,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=City+Power+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229575,new,high,Direct outreach to Engineering Manager at City Power,
Target Company List,City Power,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=City+Power+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229579,new,high,Direct outreach to Grid Operations Director at City Power,
Target Company List,City Power,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=City+Power+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229584,new,high,Direct outreach to Digital Strategy Lead at City Power,
Target Company List,Ethekwini Electricity,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Ethekwini+Electricity+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229589,new,high,Direct outreach to Engineering Manager at Ethekwini Electricity,
Target Company List,Ethekwini Electricity,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Ethekwini+Electricity+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229593,new,high,Direct outreach to Grid Operations Director at Ethekwini Electricity,
Target Company List,Ethekwini Electricity,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Ethekwini+Electricity+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229599,new,high,Direct outreach to Digital Strategy Lead at Ethekwini Electricity,
Target Company List,Cape Town Electricity,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Cape+Town+Electricity+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229604,new,high,Direct outreach to Engineering Manager at Cape Town Electricity,
Target Company List,Cape Town Electricity,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Cape+Town+Electricity+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229608,new,high,Direct outreach to Grid Operations Director at Cape Town Electricity,
Target Company List,Cape Town Electricity,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Cape+Town+Electricity+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229615,new,high,Direct outreach to Digital Strategy Lead at Cape Town Electricity,
Target Company List,Johannesburg Water,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Johannesburg+Water+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229621,new,high,Direct outreach to Engineering Manager at Johannesburg Water,
Target Company List,Johannesburg Water,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Johannesburg+Water+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229626,new,high,Direct outreach to Grid Operations Director at Johannesburg Water,
Target Company List,Johannesburg Water,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Johannesburg+Water+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229630,new,high,Direct outreach to Digital Strategy Lead at Johannesburg Water,
Target Company List,Rand Water,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Rand+Water+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229634,new,high,Direct outreach to Engineering Manager at Rand Water,
Target Company List,Rand Water,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Rand+Water+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229638,new,high,Direct outreach to Grid Operations Director at Rand Water,
Target Company List,Rand Water,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Rand+Water+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229643,new,high,Direct outreach to Digital Strategy Lead at Rand Water,
Target Company List,Transnet Pipelines,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Transnet+Pipelines+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229647,new,high,Direct outreach to Engineering Manager at Transnet Pipelines,
Target Company List,Transnet Pipelines,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Transnet+Pipelines+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229651,new,high,Direct outreach to Grid Operations Director at Transnet Pipelines,
Target Company List,Transnet Pipelines,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Transnet+Pipelines+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229655,new,high,Direct outreach to Digital Strategy Lead at Transnet Pipelines,
Target Company List,Transnet,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Transnet+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229660,new,high,Direct outreach to Supply Chain Director at Transnet,
Target Company List,Transnet,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Transnet+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229664,new,high,Direct outreach to Operations Manager at Transnet,
Target Company List,Transnet,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Transnet+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229670,new,high,Direct outreach to Fleet Manager at Transnet,
Target Company List,Imperial Logistics,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Imperial+Logistics+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229676,new,high,Direct outreach to Supply Chain Director at Imperial Logistics,
Target Company List,Imperial Logistics,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Imperial+Logistics+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229680,new,high,Direct outreach to Operations Manager at Imperial Logistics,
Target Company List,Imperial Logistics,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Imperial+Logistics+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229684,new,high,Direct outreach to Fleet Manager at Imperial Logistics,
Target Company List,Barloworld Logistics,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Logistics+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229689,new,high,Direct outreach to Supply Chain Director at Barloworld Logistics,
Target Company List,Barloworld Logistics,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Logistics+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229693,new,high,Direct outreach to Operations Manager at Barloworld Logistics,
Target Company List,Barloworld Logistics,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Logistics+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229697,new,high,Direct outreach to Fleet Manager at Barloworld Logistics,
Target Company List,Super Group,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Super+Group+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229701,new,high,Direct outreach to Supply Chain Director at Super Group,
Target Company List,Super Group,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Super+Group+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229708,new,high,Direct outreach to Operations Manager at Super Group,
Target Company List,Super Group,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Super+Group+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229712,new,high,Direct outreach to Fleet Manager at Super Group,
Target Company List,Cargo Carriers,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Cargo+Carriers+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229716,new,high,Direct outreach to Supply Chain Director at Cargo Carriers,
Target Company List,Cargo Carriers,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Cargo+Carriers+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229720,new,high,Direct outreach to Operations Manager at Cargo Carriers,
Target Company List,Cargo Carriers,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Cargo+Carriers+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229724,new,high,Direct outreach to Fleet Manager at Cargo Carriers,
Target Company List,Unitrans,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Unitrans+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229729,new,high,Direct outreach to Supply Chain Director at Unitrans,
Target Company List,Unitrans,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Unitrans+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229733,new,high,Direct outreach to Operations Manager at Unitrans,
Target Company List,Unitrans,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Unitrans+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229737,new,high,Direct outreach to Fleet Manager at Unitrans,
Target Company List,Value Logistics,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Value+Logistics+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229741,new,high,Direct outreach to Supply Chain Director at Value Logistics,
Target Company List,Value Logistics,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Value+Logistics+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229746,new,high,Direct outreach to Operations Manager at Value Logistics,
Target Company List,Value Logistics,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Value+Logistics+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229750,new,high,Direct outreach to Fleet Manager at Value Logistics,
Target Company List,Sasol,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Sasol+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229754,new,high,Direct outreach to General Manager at Sasol,
Target Company List,Sasol,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Sasol+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229758,new,high,Direct outreach to Technical Director at Sasol,
Target Company List,Sasol,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Sasol+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229762,new,high,Direct outreach to Innovation Lead at Sasol,
Target Company List,PetroSA,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=PetroSA+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229767,new,high,Direct outreach to General Manager at PetroSA,
Target Company List,PetroSA,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=PetroSA+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229771,new,high,Direct outreach to Technical Director at PetroSA,
Target Company List,PetroSA,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=PetroSA+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229775,new,high,Direct outreach to Innovation Lead at PetroSA,
Target Company List,Engen,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Engen+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229779,new,high,Direct outreach to General Manager at Engen,
Target Company List,Engen,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Engen+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229783,new,high,Direct outreach to Technical Director at Engen,
Target Company List,Engen,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Engen+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229792,new,high,Direct outreach to Innovation Lead at Engen,
Target Company List,Shell SA,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Shell+SA+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229796,new,high,Direct outreach to General Manager at Shell SA,
Target Company List,Shell SA,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Shell+SA+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229800,new,high,Direct outreach to Technical Director at Shell SA,
Target Company List,Shell SA,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Shell+SA+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229804,new,high,Direct outreach to Innovation Lead at Shell SA,
Target Company List,BP Southern Africa,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=BP+Southern+Africa+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229811,new,high,Direct outreach to General Manager at BP Southern Africa,
Target Company List,BP Southern Africa,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=BP+Southern+Africa+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229815,new,high,Direct outreach to Technical Director at BP Southern Africa,
Target Company List,BP Southern Africa,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=BP+Southern+Africa+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229819,new,high,Direct outreach to Innovation Lead at BP Southern Africa,
Target Company List,TotalEnergies,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=TotalEnergies+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229823,new,high,Direct outreach to General Manager at TotalEnergies,
Target Company List,TotalEnergies,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=TotalEnergies+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229827,new,high,Direct outreach to Technical Director at TotalEnergies,
Target Company List,TotalEnergies,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=TotalEnergies+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229831,new,high,Direct outreach to Innovation Lead at TotalEnergies,
Target Company List,Aveng,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Aveng+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229836,new,high,Direct outreach to General Manager at Aveng,
Target Company List,Aveng,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Aveng+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229840,new,high,Direct outreach to Technical Director at Aveng,
Target Company List,Aveng,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Aveng+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229844,new,high,Direct outreach to Innovation Lead at Aveng,
Target Company List,Murray & Roberts,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Murray+%26+Roberts+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229882,new,high,Direct outreach to General Manager at Murray & Roberts,
Target Company List,Murray & Roberts,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Murray+%26+Roberts+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229893,new,high,Direct outreach to Technical Director at Murray & Roberts,
Target Company List,Murray & Roberts,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Murray+%26+Roberts+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229901,new,high,Direct outreach to Innovation Lead at Murray & Roberts,
Target Company List,Stefanutti Stocks,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Stefanutti+Stocks+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229906,new,high,Direct outreach to General Manager at Stefanutti Stocks,
Target Company List,Stefanutti Stocks,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Stefanutti+Stocks+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229925,new,high,Direct outreach to Technical Director at Stefanutti Stocks,
Target Company List,Stefanutti Stocks,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Stefanutti+Stocks+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:08.229941,new,high,Direct outreach to Innovation Lead at Stefanutti Stocks,
